auction_id,item_id,context,item_level,buyout,quantity,time_left
932087302,4727,1,9,52819500,1,VERY_LONG
932087326,4500,,,499900,1,VERY_LONG
932087327,3940,1,9,84682400,1,VERY_LONG
932087369,5213,1,9,2650800,1,VERY_LONG
932087458,188733,,9,2844700,1,VERY_LONG
932087492,201934,,9,999900,1,VERY_LONG
932087494,188733,,9,2844700,1,VERY_LONG
932087527,188733,,9,2844700,1,VERY_LONG
932087563,3807,1,9,246091800,1,VERY_LONG
932087596,3807,1,9,246091800,1,VERY_LONG
932087637,7447,1,9,2912400,1,VERY_LONG
932087668,7434,1,9,6578100,1,VERY_LONG
932087701,177753,9,9,14940500,1,VERY_LONG
932087706,116155,14,28,4944600,1,VERY_LONG
932087730,116155,14,28,4944600,1,VERY_LONG
932087746,199022,,9,8834500,1,VERY_LONG
932087782,13820,1,9,15002300,1,VERY_LONG
932087820,13820,1,9,15002300,1,VERY_LONG
932087868,36107,30,9,487600700,1,VERY_LONG
932087894,82800,,6,54537500,1,VERY_LONG
932087934,3805,1,9,28356100,1,VERY_LONG
932087966,3805,1,9,28356100,1,VERY_LONG
932087984,82800,,6,10000000,1,VERY_LONG
932088007,3805,1,9,28356100,1,VERY_LONG
932088008,82800,,6,10000000,1,VERY_LONG
932088024,82800,,6,10000000,1,VERY_LONG
932088039,3976,1,9,9379300,1,VERY_LONG
932088090,4004,1,9,19045600,1,VERY_LONG
932088123,82800,,6,12000000,1,VERY_LONG
932088209,1994,1,9,3258900,1,VERY_LONG
932088223,198225,13,28,15000000,1,VERY_LONG
932088252,6405,1,9,5786700,1,VERY_LONG
932088295,3939,1,9,1824700,1,VERY_LONG
932088330,15584,,9,18470600,1,VERY_LONG
932088366,15584,,9,18470600,1,VERY_LONG
932088395,82800,,,49889900,1,VERY_LONG
932088402,8137,1,9,75515500,1,VERY_LONG
932088429,14273,1,9,12956300,1,VERY_LONG
932088467,1756,1,9,34534900,1,VERY_LONG
932088509,1756,1,9,34534900,1,VERY_LONG
932088550,106285,23,9,26630900,1,VERY_LONG
932088565,198245,13,28,12000000,1,VERY_LONG
932088589,62096,1,9,9532400,1,VERY_LONG
932088629,4734,1,9,34857200,1,VERY_LONG
932088665,3653,,9,35094000,1,VERY_LONG
932088709,106747,,9,6453500,1,VERY_LONG
932088747,7408,1,9,74719100,1,VERY_LONG
932088782,128316,31,28,3250000,1,VERY_LONG
932088805,128316,31,,3250000,1,VERY_LONG
932088829,15244,1,9,3395600,1,VERY_LONG
932088869,3961,1,9,793366600,1,VERY_LONG
932088907,9876,1,9,19559300,1,VERY_LONG
932088950,9876,1,9,19559300,1,VERY_LONG
932088999,62085,1,9,4412100,1,VERY_LONG
932089043,3796,1,9,41555500,1,VERY_LONG
932089088,3796,1,9,41555500,1,VERY_LONG
932089125,3796,1,9,41555500,1,VERY_LONG
932089161,14436,,9,39189200,1,VERY_LONG
932089197,14436,1,9,39189200,1,VERY_LONG
932089233,1988,1,9,51503400,1,VERY_LONG
932089270,15928,1,9,220166000,1,VERY_LONG
932089307,3973,1,9,7974700,1,VERY_LONG
932089347,3973,1,9,7974700,1,VERY_LONG
932089377,82800,,6,11482700,1,VERY_LONG
932089410,3986,1,9,13972000,1,VERY_LONG
932089451,3986,1,9,13972000,1,VERY_LONG
932089489,3986,1,9,13972000,1,VERY_LONG
932089525,6389,1,9,82739400,1,VERY_LONG
932089557,3948,1,9,99509100,1,VERY_LONG
932089588,3937,1,9,189800000,1,VERY_LONG
932089612,3937,1,9,189800000,1,VERY_LONG
932089653,3937,1,9,189800000,1,VERY_LONG
932089685,106559,23,9,260211000,1,VERY_LONG
932089728,15262,1,9,1754300,1,VERY_LONG
932089762,9900,1,9,6296600,1,VERY_LONG
932089793,116532,27,9,299535100,1,VERY_LONG
932089818,1764,1,9,44165300,1,VERY_LONG
932089848,177751,,9,19274100,1,VERY_LONG
932089878,3813,1,9,19095200,1,VERY_LONG
932089900,120166,1,9,18477000,1,VERY_LONG
932089923,120166,1,9,18477000,1,VERY_LONG
932089957,120166,1,9,18477000,1,VERY_LONG
932089986,9886,1,9,4869600,1,VERY_LONG
932090019,3995,1,9,29589200,1,VERY_LONG
932090061,3990,1,9,336773200,1,VERY_LONG
932090103,3990,1,9,336773200,1,VERY_LONG
932090138,13821,1,9,5756800,1,VERY_LONG
932090173,3968,1,9,39219000,1,VERY_LONG
932090204,9384,1,9,138586600,1,VERY_LONG
932090237,116573,22,9,85370200,1,VERY_LONG
932090262,14843,1,9,35450200,1,VERY_LONG
932090303,3797,1,9,6140300,1,VERY_LONG
932090339,3797,1,9,6140300,1,VERY_LONG
932090381,3797,1,9,6140300,1,VERY_LONG
932090413,3801,1,9,379270300,1,VERY_LONG
932090459,3801,1,9,379270300,1,VERY_LONG
932090486,3801,1,9,379270300,1,VERY_LONG
932090521,1796,1,9,19300800,1,VERY_LONG
932101222,12010,1,9,54370800,1,VERY_LONG
932101256,3813,1,9,19095200,1,VERY_LONG
932101290,25404,3,9,1113700,1,VERY_LONG
932101364,14660,1,9,13521900,1,VERY_LONG
932101398,15636,1,9,12653700,1,VERY_LONG
932101439,3993,1,9,10162100,1,VERY_LONG
932101475,3993,1,9,10162100,1,VERY_LONG
932101506,3795,1,9,1258305000,1,VERY_LONG
932101538,3795,1,9,1258305000,1,VERY_LONG
932101564,3795,1,9,1258305000,1,VERY_LONG
932101597,3781,1,9,46139900,1,VERY_LONG
932101635,3781,1,9,46139900,1,VERY_LONG
932101671,4041,1,9,18997100,1,VERY_LONG
932101698,4738,1,9,38510900,1,VERY_LONG
932101729,7431,1,9,8499700,1,VERY_LONG
932101756,25353,1,9,35965700,1,VERY_LONG
932101781,106523,1,9,42623800,1,VERY_LONG
932101819,7441,1,9,11736300,1,VERY_LONG
932101847,6422,1,9,33038600,1,VERY_LONG
932101874,6422,1,9,33038600,1,VERY_LONG
932101906,15616,1,9,90910500,1,VERY_LONG
932101944,7448,1,9,13521400,1,VERY_LONG
932101978,7460,1,9,59118100,1,VERY_LONG
932102022,3815,1,9,53516100,1,VERY_LONG
932102045,3961,1,9,793366600,1,VERY_LONG
932102079,7417,1,9,92986300,1,VERY_LONG
932102111,10109,1,9,3485000,1,VERY_LONG
932102143,7485,1,9,35225800,1,VERY_LONG
932102169,3939,,9,1824700,1,VERY_LONG
932102216,1639,1,9,1800400,1,VERY_LONG
932102244,1640,1,9,9466000,1,VERY_LONG
932102280,8188,1,9,2279900,1,VERY_LONG
932102327,116506,1,9,1364293100,1,VERY_LONG
932102354,62092,2,9,26495600,1,VERY_LONG
932102386,55618,1,9,32513500,1,VERY_LONG
932102430,3816,1,9,18660000,1,VERY_LONG
932102460,15322,1,9,1690200,1,VERY_LONG
932102489,15322,1,9,1690200,1,VERY_LONG
932102521,62093,1,9,10355000,1,VERY_LONG
932102560,55454,,9,226072800,1,VERY_LONG
932102602,865,1,9,3126100,1,VERY_LONG
932102637,9420,1,9,286238400,1,VERY_LONG
932102677,9420,1,9,286238400,1,VERY_LONG
932102716,9880,1,9,16629800,1,VERY_LONG
932102762,9880,1,9,16629800,1,VERY_LONG
932102811,55483,1,9,9472100,1,VERY_LONG
932102845,4052,1,9,24039900,1,VERY_LONG
932102878,25365,1,9,5169900,1,VERY_LONG
932102908,183971,,9,15857600,1,VERY_LONG
932102946,9824,1,9,7895300,1,VERY_LONG
932102987,24665,3,9,1372100,1,VERY_LONG
932103023,106537,1,9,48057500,1,VERY_LONG
932103056,4734,1,9,34857200,1,VERY_LONG
932103090,7370,1,9,5000000,1,VERY_LONG
932103131,3989,1,9,52836900,1,VERY_LONG
932103168,3989,1,9,52836900,1,VERY_LONG
932103210,7470,1,9,22911100,1,VERY_LONG
932103247,3783,1,9,257000000,1,VERY_LONG
932103288,3783,1,9,257000000,1,VERY_LONG
932103321,9869,1,9,43033100,1,VERY_LONG
932103368,62098,2,9,154000000,1,VERY_LONG
932103403,62098,1,9,154000000,1,VERY_LONG
932103442,3784,1,9,60201700,1,VERY_LONG
932103484,3784,1,9,60201700,1,VERY_LONG
932103513,3784,1,9,60201700,1,VERY_LONG
932103553,121365,2,9,7254700,1,VERY_LONG
932103583,14794,1,9,52189100,1,VERY_LONG
932103613,14792,1,9,20674500,1,VERY_LONG
932103646,7330,1,9,71520000,1,VERY_LONG
932103673,3803,1,9,168104100,1,VERY_LONG
932103717,177753,,9,14940500,1,VERY_LONG
932103752,14778,1,9,47535300,1,VERY_LONG
932103793,55600,1,9,14394600,1,VERY_LONG
932103826,3779,1,9,150217300,1,VERY_LONG
932103852,3779,1,9,150217300,1,VERY_LONG
932103887,15918,1,9,24237700,1,VERY_LONG
932103917,8081,1,9,7356100,1,VERY_LONG
932103946,14443,1,9,8370400,1,VERY_LONG
932103986,3049,,9,18593800,1,VERY_LONG
932104021,25345,1,9,3339200,1,VERY_LONG
932104047,3811,1,9,171577500,1,VERY_LONG
932104081,9900,1,9,6296600,1,VERY_LONG
932104115,3944,1,9,1991000,1,VERY_LONG
932104144,3944,1,9,1991000,1,VERY_LONG
932104172,106297,1,9,26076800,1,VERY_LONG
932104210,3999,1,9,18700100,1,VERY_LONG
932104249,2034,1,9,6899100,1,VERY_LONG
932104276,62104,2,9,8350400,1,VERY_LONG
932104305,15675,1,9,106569600,1,VERY_LONG
932104339,55437,1,9,4429500,1,VERY_LONG
932104371,106549,1,9,221245500,1,VERY_LONG
932104399,6555,,28,27873300,1,VERY_LONG
932104431,9894,1,9,8791700,1,VERY_LONG
932104463,1798,1,9,7567000,1,VERY_LONG
932104486,14296,1,9,10451400,1,VERY_LONG
932104519,3946,1,9,2615600,1,VERY_LONG
932104546,36092,27,9,10553100,1,VERY_LONG
932104573,55744,1,9,6433300,1,VERY_LONG
932104612,3998,1,9,71674900,1,VERY_LONG
932104648,4699,1,9,1550300,1,VERY_LONG
932104676,62124,2,9,7774500,1,VERY_LONG
932104708,4025,1,9,47580000,1,VERY_LONG
932104744,4025,1,9,47580000,1,VERY_LONG
932104778,4087,1,9,4471300,1,VERY_LONG
932104804,3975,1,9,2488562100,1,VERY_LONG
932104842,3975,1,9,2488562100,1,VERY_LONG
932104873,1625,,9,20227000,1,VERY_LONG
932104901,1625,,9,20227000,1,VERY_LONG
932104931,1810,1,9,9481000,1,VERY_LONG
932104955,44643,14,28,30741900,1,VERY_LONG
932104984,864,1,9,9829500,1,VERY_LONG
932105033,864,1,9,9829500,1,VERY_LONG
932105065,864,1,9,9829500,1,VERY_LONG
932105093,2221,1,9,115773600,1,VERY_LONG
932105124,3780,1,9,8280000,1,VERY_LONG
932105147,3780,1,9,8280000,1,VERY_LONG
932105190,3780,1,9,8280000,1,VERY_LONG
932105223,3798,1,9,31641500,1,VERY_LONG
932105257,55508,1,9,11596400,1,VERY_LONG
932105293,3970,1,9,29753200,1,VERY_LONG
932105331,3970,1,9,29753200,1,VERY_LONG
932105374,14286,1,9,29599600,1,VERY_LONG
932105408,4067,1,9,33180100,1,VERY_LONG
932105434,4067,1,9,33180100,1,VERY_LONG
932105473,55672,1,9,9047500,1,VERY_LONG
932105502,6413,1,9,61999500,1,VERY_LONG
932105537,6413,1,9,61999500,1,VERY_LONG
932105569,14949,1,9,38033600,1,VERY_LONG
932105608,9969,1,9,4221600,1,VERY_LONG
932105638,62065,1,9,11000000,1,VERY_LONG
932105663,3794,1,9,55210200,1,VERY_LONG
932105699,7418,1,9,56106300,1,VERY_LONG
932109517,194056,13,28,11004900,1,VERY_LONG
932109543,194056,13,28,11004900,1,VERY_LONG
932111048,191239,13,28,570000,1,VERY_LONG
932111644,194052,13,28,42005100,1,VERY_LONG
932115378,199039,,9,1007000,1,VERY_LONG
932116526,194017,,39,640000,1,VERY_LONG
932116560,194017,,39,640000,1,VERY_LONG
932116595,194017,,39,640000,1,VERY_LONG
932116624,194017,,39,640000,1,VERY_LONG
932116649,194017,,39,640000,1,VERY_LONG
932116684,194017,,39,640000,1,VERY_LONG
932116721,194017,,39,640000,1,VERY_LONG
932116754,194017,,39,640000,1,VERY_LONG
932116789,194017,,39,640000,1,VERY_LONG
932116831,194017,,39,640000,1,VERY_LONG
932116858,194017,,39,640000,1,VERY_LONG
932116881,194017,,39,640000,1,VERY_LONG
932116913,194017,,39,640000,1,VERY_LONG
932116948,194017,,39,640000,1,VERY_LONG
932116983,194017,,39,640000,1,VERY_LONG
932117004,194017,,39,640000,1,VERY_LONG
932117036,194017,,39,640000,1,VERY_LONG
932117080,194017,,39,640000,1,VERY_LONG
932117115,194017,,39,640000,1,VERY_LONG
932117147,194017,,39,640000,1,VERY_LONG
932117180,194017,,39,640000,1,VERY_LONG
932117221,194017,,39,640000,1,VERY_LONG
932117252,194017,,39,640000,1,VERY_LONG
932117299,194017,,39,640000,1,VERY_LONG
932117332,194017,,39,640000,1,VERY_LONG
932117366,194017,,39,640000,1,VERY_LONG
932117394,194017,,39,640000,1,VERY_LONG
932117431,194017,,39,640000,1,VERY_LONG
932117465,194017,,39,640000,1,VERY_LONG
932117496,194017,,39,640000,1,VERY_LONG
932117527,194017,,39,640000,1,VERY_LONG
932117554,194017,,39,640000,1,VERY_LONG
932117589,194017,,39,640000,1,VERY_LONG
932117623,194017,,39,640000,1,VERY_LONG
932117642,194017,,39,640000,1,VERY_LONG
932117673,194017,,39,640000,1,VERY_LONG
932117697,194017,,39,640000,1,VERY_LONG
932117727,194017,,39,640000,1,VERY_LONG
932117755,194017,,39,640000,1,VERY_LONG
932117784,194017,,39,640000,1,VERY_LONG
932117826,194017,,39,640000,1,VERY_LONG
932117867,194017,,39,640000,1,VERY_LONG
932117891,194017,,39,640000,1,VERY_LONG
932117918,194017,,39,640000,1,VERY_LONG
932117951,194017,,39,640000,1,VERY_LONG
932117971,194017,,39,640000,1,VERY_LONG
932118010,194017,,39,640000,1,VERY_LONG
932118046,194017,,39,640000,1,VERY_LONG
932118068,194017,,39,640000,1,VERY_LONG
932118981,199028,,9,2000000,1,VERY_LONG
932119135,199049,,9,2000700,1,VERY_LONG
932119377,199045,,9,1508500,1,VERY_LONG
932119756,198995,,9,12500000,1,VERY_LONG
932119880,199018,,9,5417000,1,VERY_LONG
932120127,199026,,9,1000000,1,VERY_LONG
932120303,199049,,9,2000700,1,VERY_LONG
932126266,71636,,,4500000,1,VERY_LONG
932126494,71637,,,2509200,1,VERY_LONG
932126894,3310,1,9,337023600,1,VERY_LONG
932126914,14660,1,9,13521900,1,VERY_LONG
932126947,41182,,28,46049600,1,VERY_LONG
932126967,24583,1,9,27434700,1,VERY_LONG
932127019,40675,,28,57563600,1,VERY_LONG
932127048,15965,1,9,36651900,1,VERY_LONG
932127097,7112,1,9,29118100,1,VERY_LONG
932127119,2040,1,9,401179300,1,VERY_LONG
932127150,198992,,9,4311100,1,VERY_LONG
932127171,198992,,9,4311100,1,VERY_LONG
932127195,14290,1,9,18152800,1,VERY_LONG
932127222,14655,1,9,56807600,1,VERY_LONG
932127253,14269,1,9,10838100,1,VERY_LONG
932127291,8293,1,9,509400,1,VERY_LONG
932127326,14788,1,9,106863800,1,VERY_LONG
932127347,15172,1,9,48216800,1,VERY_LONG
932127375,41383,,28,358302400,1,VERY_LONG
932127401,14917,1,9,305567200,1,VERY_LONG
932127434,199026,,9,8962600,1,VERY_LONG
932127458,14834,1,9,104335300,1,VERY_LONG
932127485,14418,1,9,6840000,1,VERY_LONG
932127512,41114,,28,10482000,1,VERY_LONG
932127537,199020,,9,10963700,1,VERY_LONG
932127559,43566,,28,35727400,1,VERY_LONG
932127594,15620,1,9,48810900,1,VERY_LONG
932127616,4057,1,9,40794500,1,VERY_LONG
932127647,14264,1,9,14081300,1,VERY_LONG
932127672,14264,1,9,14081300,1,VERY_LONG
932127699,14439,1,9,7704700,1,VERY_LONG
932127723,42435,,28,238072800,1,VERY_LONG
932127747,9512,1,9,131867500,1,VERY_LONG
932127769,14665,1,9,71746300,1,VERY_LONG
932127790,16817,3,9,1698900,1,VERY_LONG
932127812,15171,1,9,10000000,1,VERY_LONG
932127843,45085,,28,344337000,1,VERY_LONG
932127865,43865,,28,31128900,1,VERY_LONG
932127900,5215,1,9,2499300,1,VERY_LONG
932127924,24959,2,9,21801000,1,VERY_LONG
932127980,14271,1,9,44879700,1,VERY_LONG
932132329,36153,6,9,504000,1,VERY_LONG
932132364,199025,,9,1480000,1,VERY_LONG
932132394,1639,1,9,1800400,1,VERY_LONG
932132426,1639,1,9,1800400,1,VERY_LONG
932132487,15979,1,9,5000000,1,VERY_LONG
932132515,24736,1,9,1934900,1,VERY_LONG
932132549,198999,,9,4547700,1,VERY_LONG
932132569,4738,1,9,38510900,1,VERY_LONG
932132596,199028,,9,4200000,1,VERY_LONG
932132626,15442,1,9,5404200,1,VERY_LONG
932132651,24634,1,9,1475000,1,VERY_LONG
932132685,199047,,9,2002100,1,VERY_LONG
932132726,4713,1,9,850000,1,VERY_LONG
932132766,14657,1,9,16287300,1,VERY_LONG
932132797,199021,,9,8802300,1,VERY_LONG
932132835,36665,6,9,929700,1,VERY_LONG
932132866,14658,1,9,16825800,1,VERY_LONG
932132900,8256,1,9,14412300,1,VERY_LONG
932132934,199014,,9,5963100,1,VERY_LONG
932132977,24775,1,9,564100,1,VERY_LONG
932133019,199023,,9,8866800,1,VERY_LONG
932133051,199023,,9,8866800,1,VERY_LONG
932133079,199046,,9,10400900,1,VERY_LONG
932133152,55441,2,9,2227600,1,VERY_LONG
932133189,4037,1,9,5463800,1,VERY_LONG
932133234,15262,1,9,1754300,1,VERY_LONG
932133269,36377,3,9,567300,1,VERY_LONG
932138595,14904,1,9,154172200,1,VERY_LONG
932138631,14904,1,9,154172200,1,VERY_LONG
932138665,7456,1,9,5014900,1,VERY_LONG
932138700,3792,1,9,45788500,1,VERY_LONG
932138739,3792,1,9,45788500,1,VERY_LONG
932138784,3792,1,9,45788500,1,VERY_LONG
932138814,14264,1,9,14081300,1,VERY_LONG
932138847,55823,1,9,88209600,1,VERY_LONG
932138887,55823,1,9,88209600,1,VERY_LONG
932138921,55823,1,9,88209600,1,VERY_LONG
932138955,13824,1,9,14863700,1,VERY_LONG
932138996,4038,1,9,92645200,1,VERY_LONG
932139036,4065,1,9,111385000,1,VERY_LONG
932139069,15965,1,9,36651900,1,VERY_LONG
932139103,44635,14,28,46150900,1,VERY_LONG
932139147,44635,14,28,46150900,1,VERY_LONG
932139169,9786,1,9,3444800,1,VERY_LONG
932139206,3787,1,9,20634100,1,VERY_LONG
932139238,3787,1,9,20634100,1,VERY_LONG
932139274,3787,1,9,20634100,1,VERY_LONG
932139308,25362,3,9,10280600,1,VERY_LONG
932139336,5110,,28,460642500,1,VERY_LONG
932139367,12030,1,9,2860400,1,VERY_LONG
932139400,12030,1,9,2860400,1,VERY_LONG
932139438,3951,1,9,71545200,1,VERY_LONG
932139466,3951,1,9,71545200,1,VERY_LONG
932139496,3951,1,9,71545200,1,VERY_LONG
932139535,7448,,9,13521400,1,VERY_LONG
932139577,7354,1,9,50584800,1,VERY_LONG
932139620,14908,1,9,66747400,1,VERY_LONG
932139659,15268,1,9,2025500,1,VERY_LONG
932139686,15626,1,9,117592900,1,VERY_LONG
932139720,8747,1,9,31363900,1,VERY_LONG
932139750,8747,1,9,31363900,1,VERY_LONG
932139785,3949,1,9,1161500,1,VERY_LONG
932139817,3949,1,9,1161500,1,VERY_LONG
932139852,8194,1,9,3417000,1,VERY_LONG
932139878,3803,1,9,168104100,1,VERY_LONG
932139908,106300,1,9,1091211400,1,VERY_LONG
932140360,2080,1,9,3158100,1,VERY_LONG
932140394,2080,1,9,3158100,1,VERY_LONG
932140423,7331,1,9,80859200,1,VERY_LONG
932140455,14907,1,9,24298600,1,VERY_LONG
932140481,3205,,9,5097800,1,VERY_LONG
932140519,4022,1,9,3899900,1,VERY_LONG
932140551,24950,1,9,14499900,1,VERY_LONG
932140590,106294,23,9,39728300,1,VERY_LONG
932140622,106294,1,9,39728300,1,VERY_LONG
932140659,177812,,9,95819700,1,VERY_LONG
932140698,14411,1,9,21823300,1,VERY_LONG
932140734,3812,1,9,35522500,1,VERY_LONG
932140778,3812,1,9,35522500,1,VERY_LONG
932140819,3971,1,9,6777800,1,VERY_LONG
932140857,9880,1,9,16629800,1,VERY_LONG
932140896,62092,1,9,26495600,1,VERY_LONG
932140937,62092,1,9,26495600,1,VERY_LONG
932140973,14947,1,9,69677300,1,VERY_LONG
932141017,55592,29,9,3365100,1,VERY_LONG
932141052,4575,1,9,3592400,1,VERY_LONG
932141093,25371,1,9,15883300,1,VERY_LONG
932141129,9920,1,9,17060900,1,VERY_LONG
932141168,15323,1,9,1493400,1,VERY_LONG
932141207,15627,1,9,63561300,1,VERY_LONG
932141259,9483,1,9,107091400,1,VERY_LONG
932141292,116494,28,9,43638600,1,VERY_LONG
932141332,7418,1,9,56106300,1,VERY_LONG
932141370,25349,1,9,58737400,1,VERY_LONG
932141408,25349,1,9,58737400,1,VERY_LONG
932141444,25391,3,9,2169500,1,VERY_LONG
932141473,15171,1,9,10000000,1,VERY_LONG
932141504,8081,1,9,7356100,1,VERY_LONG
932141547,3806,1,9,47466600,1,VERY_LONG
932141576,14912,1,9,40347800,1,VERY_LONG
932141606,3967,,9,86887500,1,VERY_LONG
932141645,3948,1,9,99509100,1,VERY_LONG
932141678,4006,1,9,86407600,1,VERY_LONG
932141717,1812,,9,24927300,1,VERY_LONG
932141756,3782,1,9,18156900,1,VERY_LONG
932141804,3782,1,9,18156900,1,VERY_LONG
932141838,3785,1,9,64182700,1,VERY_LONG
932141874,3974,1,9,15590400,1,VERY_LONG
932141904,7461,1,9,26813200,1,VERY_LONG
932141937,24931,1,9,37515100,1,VERY_LONG
932141966,4564,,9,3720000,1,VERY_LONG
932142003,15167,1,9,47653700,1,VERY_LONG
932142029,67144,28,9,167215500,1,VERY_LONG
932142062,14921,,9,33538600,1,VERY_LONG
932142104,3800,1,9,10209900,1,VERY_LONG
932142133,3800,1,9,10209900,1,VERY_LONG
932142166,3783,1,9,257000000,1,VERY_LONG
932142194,4060,1,9,34933800,1,VERY_LONG
932142227,4060,1,9,34933800,1,VERY_LONG
932142268,3802,1,9,2227760100,1,VERY_LONG
932142307,3802,1,9,2227760100,1,VERY_LONG
932142355,3802,1,9,2227760100,1,VERY_LONG
932142391,3968,1,9,39219000,1,VERY_LONG
932142426,3995,1,9,29589200,1,VERY_LONG
932142454,14127,1,9,233931900,1,VERY_LONG
932142476,62081,1,9,31793400,1,VERY_LONG
932142509,15245,1,9,2170900,1,VERY_LONG
932142541,15245,1,9,2170900,1,VERY_LONG
932142581,106586,1,9,127570600,1,VERY_LONG
932142617,15178,1,9,22651000,1,VERY_LONG
932142640,8746,1,9,25832300,1,VERY_LONG
932142676,14779,1,9,62328500,1,VERY_LONG
932142708,14672,1,9,5104500,1,VERY_LONG
932142732,55625,1,9,10141800,1,VERY_LONG
932142765,3947,1,9,8543500,1,VERY_LONG
932142793,3947,1,9,8543500,1,VERY_LONG
932142830,106690,,9,15851300,1,VERY_LONG
932142874,3941,1,9,3514500,1,VERY_LONG
932142915,15637,1,9,47982000,1,VERY_LONG
932142992,106315,1,9,3817700,1,VERY_LONG
932143020,13820,1,9,15002300,1,VERY_LONG
932143056,8162,1,9,84185700,1,VERY_LONG
932143087,55528,1,9,35002200,1,VERY_LONG
932143133,12020,1,9,9811800,1,VERY_LONG
932143164,6419,1,9,44603100,1,VERY_LONG
932143204,62097,1,9,28972500,1,VERY_LONG
932143237,647,1,9,1344530100,1,VERY_LONG
932143275,25344,1,9,5988700,1,VERY_LONG
932143307,106293,1,9,1145716700,1,VERY_LONG
932144305,4066,1,9,104690500,1,VERY_LONG
932144358,14918,1,9,171477500,1,VERY_LONG
932144411,3808,1,9,37448300,1,VERY_LONG
932144448,55429,1,9,37080400,1,VERY_LONG
932144490,4001,1,9,5914400,1,VERY_LONG
932144536,4001,1,9,5914400,1,VERY_LONG
932149553,6377,14,28,15000400,1,VERY_LONG
932149710,7362,14,28,500800,1,VERY_LONG
932149848,5772,14,28,220200,1,VERY_LONG
932149967,7561,14,28,5000800,1,VERY_LONG
932151861,6454,,28,201515100,1,VERY_LONG
932153218,8390,,28,15001900,1,VERY_LONG
932155955,106536,1,9,96963500,1,VERY_LONG
932155989,14292,1,9,31338100,1,VERY_LONG
932156024,6422,1,9,33038600,1,VERY_LONG
932156057,4025,1,9,47580000,1,VERY_LONG
932156091,9892,1,9,28049700,1,VERY_LONG
932156121,14791,1,9,8305100,1,VERY_LONG
932156148,106532,27,9,218278400,1,VERY_LONG
932156183,1776,1,9,12900000,1,VERY_LONG
932156223,116533,23,9,106895200,1,VERY_LONG
932156248,1742,1,9,10798100,1,VERY_LONG
932156285,13817,1,9,1044200,1,VERY_LONG
932156326,13817,1,9,1044200,1,VERY_LONG
932156361,5110,,28,460642500,1,VERY_LONG
932156403,5110,,28,460642500,1,VERY_LONG
932156437,7553,1,9,2814300,1,VERY_LONG
932156473,7553,1,9,2814300,1,VERY_LONG
932156518,15306,,9,35855300,1,VERY_LONG
932156559,2984,1,9,1445300,1,VERY_LONG
932156594,15251,1,9,5355800,1,VERY_LONG
932156636,106560,1,9,48068200,1,VERY_LONG
932156665,116529,1,9,25556800,1,VERY_LONG
932156668,201950,13,28,5000000,1,VERY_LONG
932156710,12044,1,9,3120000,1,VERY_LONG
932156754,25377,3,9,1000200,1,VERY_LONG
932156789,14848,1,9,45545700,1,VERY_LONG
932156819,55311,,9,58266900,1,VERY_LONG
932156820,201947,13,28,19991900,1,VERY_LONG
932156853,15386,1,9,21364700,1,VERY_LONG
932156893,15221,1,9,6000000,1,VERY_LONG
932156925,8188,54,9,2279900,1,VERY_LONG
932156954,8188,1,9,2279900,1,VERY_LONG
932157001,8188,,9,2279900,1,VERY_LONG
932157039,8188,1,9,2279900,1,VERY_LONG
932157078,9846,1,9,25469400,1,VERY_LONG
932157096,201943,13,28,3300000,1,VERY_LONG
932157119,6553,,9,2915000,1,VERY_LONG
932157161,44654,14,28,31279800,1,VERY_LONG
932157201,44654,14,28,31279800,1,VERY_LONG
932157243,44654,14,28,31279800,1,VERY_LONG
932157264,201945,13,28,5000000,1,VERY_LONG
932157278,106301,1,9,102807800,1,VERY_LONG
932157319,106301,23,9,102807800,1,VERY_LONG
932157364,116704,1,9,312012800,1,VERY_LONG
932157408,106316,,9,4356700,1,VERY_LONG
932157441,116546,1,9,45000000,1,VERY_LONG
932157475,7494,1,9,24808700,1,VERY_LONG
932157519,6423,1,9,59828400,1,VERY_LONG
932157559,24910,3,9,1836400,1,VERY_LONG
932157606,15166,1,9,10264100,1,VERY_LONG
932157640,15166,1,9,10264100,1,VERY_LONG
932157677,4662,,28,12186500,1,VERY_LONG
932157718,25393,3,9,2132600,1,VERY_LONG
932157753,25393,3,9,2132600,1,VERY_LONG
932157786,25393,3,9,2132600,1,VERY_LONG
932157832,62115,1,9,5257500,1,VERY_LONG
932157866,14273,1,9,12956300,1,VERY_LONG
932157911,14368,1,28,493749700,1,VERY_LONG
932157940,4564,,9,3720000,1,VERY_LONG
932157981,4736,1,9,29751000,1,VERY_LONG
932158023,3211,1,9,1402000,1,VERY_LONG
932158069,1830,1,9,59422700,1,VERY_LONG
932158100,862,1,9,210825000,1,VERY_LONG
932158134,862,1,9,210825000,1,VERY_LONG
932158170,14939,1,9,26688100,1,VERY_LONG
932158206,3808,1,9,37448300,1,VERY_LONG
932158246,3808,1,9,37448300,1,VERY_LONG
932158291,8751,1,9,1531851700,1,VERY_LONG
932158323,55435,,9,9578000,1,VERY_LONG
932158363,9898,1,9,7028100,1,VERY_LONG
932158390,106327,,9,413183000,1,VERY_LONG
932158439,4043,1,9,5847600,1,VERY_LONG
932158479,120950,,9,161704700,1,VERY_LONG
932158522,62102,1,9,16294400,1,VERY_LONG
